,THING_ID,RA,DEC,Z_VI,BAL_FLAG_VI
114778,386024430,160.00626971182422,32.33367827552433,2.3754074573516846,0
114779,317410651,160.00649673428734,23.65855125034816,0.8515128493309021,0
114780,369016277,160.00734470754725,29.85609699974737,2.534681558609009,0
114783,381463299,160.008399728006,31.69718244435288,2.9877893924713135,0
114785,313990346,160.00847280632598,23.272838766135443,0.8224114775657654,0
114789,348256605,160.0097267632317,27.32618766931499,1.614,0
114790,372087834,160.0098146212631,30.224418981015226,3.0003883838653564,0
114794,337614915,160.01032393910907,25.974151781782297,2.295,0
114795,376777340,160.0104729449607,31.080508031012144,3.575,0
114796,296351119,160.01068619104512,21.15003272480965,0.8942164778709412,0
114798,358650284,160.01206302846657,28.66899081558199,2.334109306335449,0
114799,422727069,160.01211889987204,38.14609001201464,2.224,0
114802,308614987,160.01426509442268,22.6108067322451,1.5951335430145264,0
